No,Roll,Semeset,CGPA
101,668284,7,2.94
102,668285,7,3.25
103,668286,7, 26431(T)
104,668287,7,2.82
105,668288,7,3.25
106,668289,7, 25922(T) 26431(T)
107,668293,7,2.88
108,668296,7,3.10
109,668297,7, 26833(T)
110,668298,7, 26833(T)
111,668302,7,3.38
112,668303,7, 25913(T)
113,668304,7, 25931(T) 26833(T)
114,668306,7,3.71
115,668307,7,3.52
116,668309,7, 25913(T) 26833(T)
117,668310,7, 25913(T) 26833(T)
118,668311,7, 26833(T)
119,668312,7, 26833(T)
120,668314,7, 26833(T)
121,668315,7,2.90
122,668321,7,3.81
123,668324,7, 26833(T)
124,668326,7,2.90
125,668327,7,3.48
126,668329,7, 26833(T)
127,668331,7, 26833(T)
128,668334,7, 26833(T)
129,668335,7,3.29
130,668336,7, 25921(T) 26833(T)
131,668337,7,3.29
132,668338,7,3.21
133,668339,7, 25913(T) 26833(T)
134,668340,7, 26833(T)
135,668342,7,2.90
136,668343,7,3.38
137,668344,7, 26833(T)
138,668345,7, 26833(T)
139,668346,7,3.23
140,668347,7, 26833(T)
141,668348,7, 25921(T) 26833(T)
142,668349,7,3.02
143,668350,7,3.58
144,668351,7,3.17
145,668352,7,3.44
146,668353,7, 26833(T)
147,668354,7,3.57
148,668358,7, 25921(T) 26833(T)
149,668359,7,3.54
150,668360,7,3.30
151,668361,7,3.35
152,668363,7, 26811(T) 26833(T)
153,668364,7, 25921(T) 26833(T)
154,668365,7,3.68
155,668366,7,3.11
156,668367,7,3.50
157,668368,7, 26833(T)
158,668369,7, 26833(T)
159,668370,7, 26833(T)
160,668372,7,3.38
161,668374,7, 25921(T)
162,668375,7,3.11
163,668377,7, 26833(T)
164,668378,7,3.71
165,668379,7, 26833(T)
166,668380,7, 25921(T) 26833(T)
167,668381,7, 25921(T) 26833(T)
168,668382,7,3.62
169,668383,7,3.76
170,668384,7,3.56
171,668385,7, 26833(T)
172,668386,7, 26833(T)
173,668387,7,3.81
174,668388,7,2.98
175,668389,7, 25931(T) 26833(T)
176,668390,7, 25931(T) 26833(T)
177,668394,7, 25931(T)
178,668397,7, 25931(T) 26731(T)
179,668399,7, 26833(T)
180,668400,7, 26731(T) 26833(T)
181,668401,7, 26833(T)
182,668402,7, 26833(T)
183,668405,7,3.12
184,668407,7, 26833(T)
185,668408,7, 26833(T)
186,668409,7, 26833(T)
187,668410,7, 26833(T)
188,668411,7,3.21
189,668412,7, 26731(T) 26833(T)
190,668413,7,3.81
191,668414,7, 26833(T)
192,668415,7, 26731(T) 26833(T)
193,668416,7,3.13
194,668417,7,3.62
195,668418,7,3.33
196,668419,7,3.62
197,668421,7, 26731(T) 26833(T)
198,668422,7, 26833(T)
199,668423,7, 25913(T)
200,668424,7, 26833(T)
201,668425,7,2.87
202,668426,7, 26833(T)
203,668427,7,2.89
204,668428,7, 25931(T) 26833(T)
205,668429,7, 25921(T) 26833(T)
206,668435,7,3.40
207,668436,7, 25913(T) 26833(T)
208,668438,7, 25913(T) 26833(T)
209,668441,7, 25913(T) 26833(T)
210,668443,7, 26833(T)
211,668444,7, 25913(T) 26833(T)
212,668445,7,3.24
213,668446,7, 25913(T) 26833(T)
214,668447,7, 26731(T) 26833(T)
215,668449,7, 26833(T)
216,668451,7, 25913(T) 26833(T)
217,668454,7,3.07
218,668456,7, 25913(T) 26833(T)
219,668458,7, 25913(T) 26833(T)
220,668464,7, 26731(T) 26833(T)
221,668466,7, 25913(T) 26833(T)
222,668467,7, 25913(T) 26833(T)
223,668470,7, 25913(T) 26833(T)
224,668471,7,3.07
225,668473,7, 25913(T) 26833(T)
226,668474,7, 25913(T) 26833(T)
227,668479,7,3.67
228,668480,7,3.86
229,668481,7,3.21
230,668485,7,3.13
231,668486,7,3.63
232,668487,7,3.86
233,668488,7,2.93
234,668489,7,3.26
235,668490,7,2.94
236,668492,7,3.36
237,668493,7,3.81
238,668494,7,3.30
239,668497,7, 26831(T) 26832(T)
240,668498,7, 26831(T) 26832(T)
241,668499,7, 25931(T)
242,668502,7, 26832(T)
243,668506,7, 26831(T) 26832(T)
244,668507,7,3.78
245,668508,7,2.78
246,668509,7,2.88
247,668510,7, 25921(T) 26832(T)
248,668513,7,2.74
249,668514,7,3.14
250,668516,7, 26821(T)
251,668518,7,3.29
252,668519,7, 26831(T)
253,668522,7,3.11
254,668523,7, 26832(T)
255,668528,7,2.79
256,668529,7, 26831(T)
257,668531,7,3.05
258,668532,7,3.51
259,668540,7, 26731(T) 26832(T)
260,668541,7,2.74
261,668542,7, 25931(T)
262,668548,7, 26821(T) 26832(T)
263,668551,7, 26731(T)
264,668552,7, 26731(T)
265,668554,7,3.54
266,668557,7, 25931(T) 26731(T)
267,668559,7,2.83
268,668561,7,3.36
269,668562,7,3.81
270,668572,7, 25931(T)
271,668576,7, 25931(T)
272,668582,7, 25931(T) 26832(T)
273,668583,7, 25931(T) 26731(T)
274,668584,7,2.89
275,668586,7,2.90
276,668587,7, 26731(T)
277,668589,7,3.44
278,668591,7,3.45
279,668592,7,3.51
280,668593,7,3.58
281,668594,7,3.19
282,668597,7,3.09
283,668598,7,3.09
284,668599,7,3.70
285,668604,7,2.64
286,668605,7,3.19
287,668606,7, 26731(T)
288,668607,7, 26731(T) 26831(T)
289,668608,7, 25921(T) 26832(T)
290,668611,7, 26731(T)
291,668612,7,3.15
292,668615,7, 26831(T)
293,668630,7, 26831(T) 26832(T)
294,668634,7,3.15
295,668638,7, 25931(T) 26731(T)
296,668640,7,3.85
297,668650,7,2.78
298,668656,7,3.43
299,668657,7,3.05
300,668658,7, 25921(T) 26731(T)
301,668659,7,2.86
302,668661,7,2.99
303,668663,7,3.71
304,668664,7,2.79
305,668666,7,3.18
306,668667,7,3.00
307,668669,7, 26731(T)
308,668672,7,3.13
309,668673,7, 26831(T)
310,668674,7, 26831(T) 26832(T)
311,668675,7, 26831(T) 26832(T)
312,668676,7, 26731(T) 26832(T)
313,668677,7, 26831(T) 26832(T)
314,668679,7, 26831(T) 26832(T)
315,668681,7,4.00
316,668682,7, 26831(T)
317,668683,7,2.90
318,668685,7,2.84
319,668686,7, 25921(T)
320,668687,7, 26831(T)
321,668688,7,3.19
322,668691,7,3.21
323,668692,7,3.58
324,668693,7,3.72
325,668694,7,2.83
326,668698,7,3.26
327,668699,7, 25922(T) 27031(T)
328,668700,7,2.99
329,668701,7, 25931(T)
330,668702,7,3.39
331,668704,7,3.13
332,668705,7,3.14
333,668706,7, 25922(T)
334,668708,7, 25922(T) 25931(T)
335,668710,7,2.96
336,668712,7,2.85
337,668714,7,2.63
338,668721,7,3.06
339,668722,7, 25922(T) 25931(T)
340,668723,7,3.61
341,668727,7, 25811(T)
342,668728,7,3.43
343,668730,7,3.21
344,668731,7,3.33
345,668732,7,3.31
346,668733,7,3.43
347,668735,7, 25811(T)
348,668736,7,3.57
349,668737,7,3.81
350,668738,7,2.99
351,668739,7,2.83
352,668741,7,2.92
353,668742,7, 25811(T)
354,668743,7,3.03
355,668744,7,2.71
356,668745,7, 25811(T) 27031(T)
357,668746,7, 27021(T)
358,668747,7,2.85
359,668748,7,2.60
360,668750,7,2.92
361,668754,7,3.00
362,668756,7,3.21
363,668757,7,3.32
364,668758,7,3.19
365,668763,7,3.31
366,668765,7, 25811(T)
367,668766,7,3.53
368,668767,7,3.57
369,668768,7,3.72
370,668769,7,3.74
371,668771,7, 25811(T) 27031(T)
372,668772,7,3.07
373,668773,7, 25931(T) 27031(T)
374,668774,7, 27021(T) 27031(T)
375,668775,7, 25922(T)
376,668778,7,2.67
377,668779,7,3.78
378,668780,7,3.79
379,668781,7,3.97
380,668784,7, 28531(T)
381,668790,7, 25931(T)
382,668791,7,3.24
383,668793,7,3.76
384,668794,7,2.98
385,668795,7,3.56
386,668799,7,3.00
387,668800,7,3.31
388,668801,7, 25931(T)
389,668802,7, 25811(T) 28521(T)
390,668804,7,3.39
391,668805,7, 25931(T)
392,668806,7,3.61
393,668807,7,3.24
394,668808,7,3.37
395,668809,7,3.20
396,668810,7,3.83
397,668811,7,3.62
398,668812,7,3.63
399,668813,7, 25931(T) 28521(T)
400,668815,7,3.56
401,668816,7, 25913(T) 25931(T)
402,668817,7,3.79
403,668819,7,3.26
404,668820,7, 28521(T)
405,668822,7,3.76
406,668827,7, 28521(T)
407,668828,7,3.62
408,668829,7,3.32
409,668830,7,3.33
410,668831,7, 28531(T)
411,668836,7,3.90
412,668837,7, 28521(T) 28531(T)
413,668838,7, 28521(T)
414,668839,7, 28521(T)
415,668840,7,3.19
416,668841,7,3.17
417,668844,7,2.89
418,668846,7, 25931(T) 28521(T)
419,668847,7,3.45
420,668848,7,3.73
421,668849,7,3.19
422,668850,7,3.31
423,668853,7,3.25
424,668854,7,3.05
425,668856,7,3.21
426,668857,7,3.46
427,668859,7, 26831(T)
428,668861,7, 28521(T)
429,668862,7,3.31
430,668863,7,3.20
431,668864,7, 25931(T)
432,668866,7,3.80
433,668868,7,3.68
434,668869,7,3.80
435,668871,7,3.31
436,668872,7,3.52
437,668873,7, 28521(T)
438,668875,7,3.63
439,668877,7,3.92
440,668878,7,3.61
441,668882,7,3.40
442,668884,7,3.37
443,668885,7,3.15
444,668886,7, 25931(T) 26831(T)
445,668892,7,3.05
446,668893,7,3.18
447,668894,7,3.93
448,668895,7, 28531(T)
449,668896,7,3.88
450,668899,7, 28531(T)
451,668900,7,3.75
452,668901,7,3.56
453,668902,7, 28531(T)
454,668904,7,3.46
455,668906,7, 28531(T)
456,668907,7,3.79
457,668909,7,3.17
458,668910,7,3.37
459,668912,7,3.58
460,668913,7,3.23
461,668914,7,3.07
462,668917,7, 25931(T)
463,668920,7,3.13
464,668929,7, 28531(T)
465,668930,7,3.54
466,668934,7,3.08
467,668935,7,2.83
468,668936,7,3.06
469,668937,7,3.11
470,668938,7,3.23
471,668946,7,3.76
472,668949,7,3.32
473,668950,7,3.23
474,668953,7, 28521(T) 28531(T)
475,668955,7, 25922(T)
476,668956,7, 28531(T)
477,668957,7, 25931(T)
478,668958,7,3.55
479,668959,7, 28531(T)
480,668960,7,3.00
481,668961,7, 25931(T) 26831(T)
482,668963,7,3.07
483,668968,7, 26831(T) 28531(T)
484,668972,7, 25931(T) 26831(T)
485,668973,7,3.85
486,668974,7,3.39
487,668975,7,3.88
488,668980,7, 26831(T) 28521(T)
489,668981,7, 25921(T)
490,668985,7,3.43
491,668986,7,3.37
492,668987,7,3.23
493,668989,7,3.32
494,668991,7, 26431(T)
495,668993,7,2.93
496,668994,7, 26431(T)
497,668995,7,3.14
498,668996,7, 26432(T)
499,668997,7, 25921(T)
500,668999,7,3.61
501,669000,7,3.37
502,669001,7,3.56
503,669002,7,3.57
504,669004,7,3.32
505,669005,7, 25921(T)
506,669006,7, 25921(T) 26432(T)
507,669007,7,3.02
508,669008,7, 25921(T) 26431(T)
509,669010,7,3.15
510,669011,7,3.40
511,669012,7,3.13
512,669015,7,4.00
513,669023,7, 26431(T)
514,669024,7, 25921(T)
515,669025,7,3.06
516,669037,7, 26431(T)
517,669047,7,2.90
518,669051,7, 25922(T)
519,669057,7, 25931(T) 26431(T)
520,669058,7,2.90
521,669059,7,2.60
522,669060,7, 26431(T)
523,669062,7, 26431(T)
524,669063,7,2.90
525,669064,7, 25921(T)
526,669066,7, 26431(T)
527,669067,7,3.68
528,669071,7, 25911(T) 26421(T)
529,669076,7, 25931(T)
530,669077,7,3.35
531,669079,7, 25931(T) 26431(T)
532,669080,7, 25931(T)
533,669081,7,3.18
534,669082,7, 25931(T) 26431(T)
535,669083,7,3.04
536,669085,7, 25921(T) 26431(T)
537,669087,7,3.80
538,669088,7, 26431(T)
539,669089,7,2.85
540,669090,7,2.87
541,669091,7, 25922(T) 26431(T)
542,669096,7,3.25
543,669097,7,3.77
544,669098,7,2.87
545,669101,7, 26821(T)
546,669102,7,2.81
547,669103,7,2.94
548,669104,7, 25931(T) 26821(T)
549,669105,7, 26821(T)
550,669107,7, 26821(T)
551,669108,7,2.80
552,669113,7, 26821(T)
553,669114,7, 25913(T) 26821(T)
554,669123,7, 25913(T) 26821(T)
555,669126,7, 25913(T) 26821(T)
556,669154,7,3.36
557,669160,7, 25913(T) 26821(T)
558,669166,7,2.94
559,669172,7, 26821(T)
560,669174,7,2.88
561,669175,7,3.31
562,669176,7, 26821(T)
563,669177,7, 26821(T)
564,669178,7, 26821(T)
565,669181,7, 25913(T) 26821(T)
566,669184,7,2.99
567,669191,7, 26821(T)
568,669193,7,2.98
569,669194,7, 26821(T)
570,669196,7, 26821(T)
571,669197,7,3.58
572,669198,7,3.39
573,669200,7,3.15
574,669203,7,3.13
575,669204,7, 26821(T)
576,669205,7, 26821(T)
577,669208,7, 25913(T) 26821(T)
578,669212,7, 26821(T)
579,669215,7,2.80
580,669216,7,3.32
581,669221,7, 25913(T) 26821(T)
582,669227,7,3.29
583,669229,7, 25931(T) 26821(T)
584,669230,7, 25913(T) 26821(T)
585,669232,7, 25913(T)
586,669233,7, 25913(T)
587,669237,7, 26821(T)
588,669240,7,3.32
589,669242,7,2.73
590,669243,7, 25913(T)
591,669248,7, 25931(T)
592,669251,7, 25913(T)
593,669252,7, 25913(T)
594,669259,7, 25913(T) 26821(T)
595,669260,7, 25931(T) 26821(T)
596,669262,7, 26821(T)
597,669264,7,3.26
598,669266,7, 26821(T)
599,669267,7, 26731(T) 26821(T)
600,669269,7, 26821(T)
601,669271,7, 26821(T)
602,669280,7, 25931(T) 26731(T)
603,669284,7, 26821(T)
604,669286,7, 26731(T) 26821(T)
605,669289,7, 26731(T) 26821(T)
606,669304,7, 26821(T)
607,669316,7,2.89
608,670275,7,3.21
609,670598,7,3.27
610,670864,7,3.67
611,671448,7, 26432(T)
612,675341,7, 25931(T) 26833(T)
613,675404,7,3.06
614,675538,7, 25931(T) 26731(T)
615,675828,7,2.58
616,676135,7,3.80
617,676239,7,3.05
618,676616,7, 25921(T) 25931(T)
619,676617,7,4.00
620,676639,7,3.75
621,680684,7,3.39
622,680774,7,3.07
623,680776,7,3.54
624,680798,7,3.45
625,681408,7,3.94
626,681461,7,3.25
627,681774,7, 25922(T) 26831(T)
628,688920,7, 26731(T) 26833(T)
